,Unnamed: 0,language,infinitive,subject,answer,pt_mood,pt_tense,es_mood,es_tense,en_mood,en_tense
19258,19258,english,to go up,he,was going up,contínuo,passado,continuo,pasado,continuous,past
19259,19259,english,to go up,she,was going up,contínuo,passado,continuo,pasado,continuous,past
19260,19260,english,to go up,he,will be going up,contínuo,futuro,continuo,futuro,continuous,future
19261,19261,english,to go up,she,will be going up,contínuo,futuro,continuo,futuro,continuous,future
19262,19262,english,to go up,we,are going up,contínuo,presente,continuo,presente,continuous,present
19263,19263,english,to go up,we,were going up,contínuo,passado,continuo,pasado,continuous,past
19264,19264,english,to go up,we,will be going up,contínuo,futuro,continuo,futuro,continuous,future
19265,19265,english,to go up,you,are going up,contínuo,presente,continuo,presente,continuous,present
19266,19266,english,to go up,you,were going up,contínuo,passado,continuo,pasado,continuous,past
19267,19267,english,to go up,you,will be going up,contínuo,futuro,continuo,futuro,continuous,future
19268,19268,english,to go up,they,are going up,contínuo,presente,continuo,presente,continuous,present
19269,19269,english,to go up,they,were going up,contínuo,passado,continuo,pasado,continuous,past
19270,19270,english,to go up,they,will be going up,contínuo,futuro,continuo,futuro,continuous,future
19271,19271,english,to go up,I,have been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19272,19272,english,to go up,I,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19273,19273,english,to go up,I,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19274,19274,english,to go up,you,have been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19275,19275,english,to go up,you,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19276,19276,english,to go up,you,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19277,19277,english,to go up,he,has been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19278,19278,english,to go up,she,has been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19279,19279,english,to go up,he,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19280,19280,english,to go up,she,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19281,19281,english,to go up,he,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19282,19282,english,to go up,she,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19283,19283,english,to go up,we,have been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19284,19284,english,to go up,we,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19285,19285,english,to go up,we,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19286,19286,english,to go up,you,have been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19287,19287,english,to go up,you,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19288,19288,english,to go up,you,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19289,19289,english,to go up,they,have been going up,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19290,19290,english,to go up,they,had been going up,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19291,19291,english,to go up,they,will have been going up,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19292,19292,english,to suggest,I,suggest,indicativo,presente,indicativo,presente,indicative,present
19293,19293,english,to suggest,I,suggested,indicativo,passado,indicativo,pasado,indicative,past
19294,19294,english,to suggest,I,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19295,19295,english,to suggest,you,suggest,indicativo,presente,indicativo,presente,indicative,present
19296,19296,english,to suggest,you,suggested,indicativo,passado,indicativo,pasado,indicative,past
19297,19297,english,to suggest,you,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19298,19298,english,to suggest,he,suggests,indicativo,presente,indicativo,presente,indicative,present
19299,19299,english,to suggest,she,suggests,indicativo,presente,indicativo,presente,indicative,present
19300,19300,english,to suggest,he,suggested,indicativo,passado,indicativo,pasado,indicative,past
19301,19301,english,to suggest,she,suggested,indicativo,passado,indicativo,pasado,indicative,past
19302,19302,english,to suggest,he,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19303,19303,english,to suggest,she,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19304,19304,english,to suggest,we,suggest,indicativo,presente,indicativo,presente,indicative,present
19305,19305,english,to suggest,we,suggested,indicativo,passado,indicativo,pasado,indicative,past
19306,19306,english,to suggest,we,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19307,19307,english,to suggest,you,suggest,indicativo,presente,indicativo,presente,indicative,present
19308,19308,english,to suggest,you,suggested,indicativo,passado,indicativo,pasado,indicative,past
19309,19309,english,to suggest,you,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19310,19310,english,to suggest,they,suggest,indicativo,presente,indicativo,presente,indicative,present
19311,19311,english,to suggest,they,suggested,indicativo,passado,indicativo,pasado,indicative,past
19312,19312,english,to suggest,they,will suggest,indicativo,futuro,indicativo,futuro,indicative,future
19313,19313,english,to suggest,I,have suggested,perfeito,presente,perfecto,presente,perfect,present
19314,19314,english,to suggest,I,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19315,19315,english,to suggest,I,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19316,19316,english,to suggest,you,have suggested,perfeito,presente,perfecto,presente,perfect,present
19317,19317,english,to suggest,you,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19318,19318,english,to suggest,you,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19319,19319,english,to suggest,he,has suggested,perfeito,presente,perfecto,presente,perfect,present
19320,19320,english,to suggest,she,has suggested,perfeito,presente,perfecto,presente,perfect,present
19321,19321,english,to suggest,he,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19322,19322,english,to suggest,she,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19323,19323,english,to suggest,he,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19324,19324,english,to suggest,she,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19325,19325,english,to suggest,we,have suggested,perfeito,presente,perfecto,presente,perfect,present
19326,19326,english,to suggest,we,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19327,19327,english,to suggest,we,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19328,19328,english,to suggest,you,have suggested,perfeito,presente,perfecto,presente,perfect,present
19329,19329,english,to suggest,you,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19330,19330,english,to suggest,you,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19331,19331,english,to suggest,they,have suggested,perfeito,presente,perfecto,presente,perfect,present
19332,19332,english,to suggest,they,had suggested,perfeito,passado,perfecto,pasado,perfect,past
19333,19333,english,to suggest,they,will have suggested,perfeito,futuro,perfecto,futuro,perfect,future
19334,19334,english,to suggest,you,suggest,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19335,19335,english,to suggest,you,don't suggest,imperativo,negativo,imperativo,negativo,imperative,negative
19336,19336,english,to suggest,we,let's suggest,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19337,19337,english,to suggest,we,let's not suggest,imperativo,negativo,imperativo,negativo,imperative,negative
19338,19338,english,to suggest,you,suggest,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19339,19339,english,to suggest,you,don't suggest,imperativo,negativo,imperativo,negativo,imperative,negative
19340,19340,english,to suggest,I,am suggesting,contínuo,presente,continuo,presente,continuous,present
19341,19341,english,to suggest,I,was suggesting,contínuo,passado,continuo,pasado,continuous,past
19342,19342,english,to suggest,I,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19343,19343,english,to suggest,you,are suggesting,contínuo,presente,continuo,presente,continuous,present
19344,19344,english,to suggest,you,were suggesting,contínuo,passado,continuo,pasado,continuous,past
19345,19345,english,to suggest,you,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19346,19346,english,to suggest,he,is suggesting,contínuo,presente,continuo,presente,continuous,present
19347,19347,english,to suggest,she,is suggesting,contínuo,presente,continuo,presente,continuous,present
19348,19348,english,to suggest,he,was suggesting,contínuo,passado,continuo,pasado,continuous,past
19349,19349,english,to suggest,she,was suggesting,contínuo,passado,continuo,pasado,continuous,past
19350,19350,english,to suggest,he,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19351,19351,english,to suggest,she,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19352,19352,english,to suggest,we,are suggesting,contínuo,presente,continuo,presente,continuous,present
19353,19353,english,to suggest,we,were suggesting,contínuo,passado,continuo,pasado,continuous,past
19354,19354,english,to suggest,we,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19355,19355,english,to suggest,you,are suggesting,contínuo,presente,continuo,presente,continuous,present
19356,19356,english,to suggest,you,were suggesting,contínuo,passado,continuo,pasado,continuous,past
19357,19357,english,to suggest,you,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19358,19358,english,to suggest,they,are suggesting,contínuo,presente,continuo,presente,continuous,present
19359,19359,english,to suggest,they,were suggesting,contínuo,passado,continuo,pasado,continuous,past
19360,19360,english,to suggest,they,will be suggesting,contínuo,futuro,continuo,futuro,continuous,future
19361,19361,english,to suggest,I,have been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19362,19362,english,to suggest,I,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19363,19363,english,to suggest,I,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19364,19364,english,to suggest,you,have been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19365,19365,english,to suggest,you,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19366,19366,english,to suggest,you,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19367,19367,english,to suggest,he,has been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19368,19368,english,to suggest,she,has been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19369,19369,english,to suggest,he,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19370,19370,english,to suggest,she,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19371,19371,english,to suggest,he,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19372,19372,english,to suggest,she,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19373,19373,english,to suggest,we,have been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19374,19374,english,to suggest,we,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19375,19375,english,to suggest,we,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19376,19376,english,to suggest,you,have been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19377,19377,english,to suggest,you,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19378,19378,english,to suggest,you,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19379,19379,english,to suggest,they,have been suggesting,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19380,19380,english,to suggest,they,had been suggesting,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19381,19381,english,to suggest,they,will have been suggesting,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19382,19382,english,to submerge,I,submerge,indicativo,presente,indicativo,presente,indicative,present
19383,19383,english,to submerge,I,submerged,indicativo,passado,indicativo,pasado,indicative,past
19384,19384,english,to submerge,I,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19385,19385,english,to submerge,you,submerge,indicativo,presente,indicativo,presente,indicative,present
19386,19386,english,to submerge,you,submerged,indicativo,passado,indicativo,pasado,indicative,past
19387,19387,english,to submerge,you,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19388,19388,english,to submerge,he,submerges,indicativo,presente,indicativo,presente,indicative,present
19389,19389,english,to submerge,she,submerges,indicativo,presente,indicativo,presente,indicative,present
19390,19390,english,to submerge,he,submerged,indicativo,passado,indicativo,pasado,indicative,past
19391,19391,english,to submerge,she,submerged,indicativo,passado,indicativo,pasado,indicative,past
19392,19392,english,to submerge,he,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19393,19393,english,to submerge,she,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19394,19394,english,to submerge,we,submerge,indicativo,presente,indicativo,presente,indicative,present
19395,19395,english,to submerge,we,submerged,indicativo,passado,indicativo,pasado,indicative,past
19396,19396,english,to submerge,we,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19397,19397,english,to submerge,you,submerge,indicativo,presente,indicativo,presente,indicative,present
19398,19398,english,to submerge,you,submerged,indicativo,passado,indicativo,pasado,indicative,past
19399,19399,english,to submerge,you,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19400,19400,english,to submerge,they,submerge,indicativo,presente,indicativo,presente,indicative,present
19401,19401,english,to submerge,they,submerged,indicativo,passado,indicativo,pasado,indicative,past
19402,19402,english,to submerge,they,will submerge,indicativo,futuro,indicativo,futuro,indicative,future
19403,19403,english,to submerge,I,have submerged,perfeito,presente,perfecto,presente,perfect,present
19404,19404,english,to submerge,I,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19405,19405,english,to submerge,I,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19406,19406,english,to submerge,you,have submerged,perfeito,presente,perfecto,presente,perfect,present
19407,19407,english,to submerge,you,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19408,19408,english,to submerge,you,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19409,19409,english,to submerge,he,has submerged,perfeito,presente,perfecto,presente,perfect,present
19410,19410,english,to submerge,she,has submerged,perfeito,presente,perfecto,presente,perfect,present
19411,19411,english,to submerge,he,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19412,19412,english,to submerge,she,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19413,19413,english,to submerge,he,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19414,19414,english,to submerge,she,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19415,19415,english,to submerge,we,have submerged,perfeito,presente,perfecto,presente,perfect,present
19416,19416,english,to submerge,we,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19417,19417,english,to submerge,we,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19418,19418,english,to submerge,you,have submerged,perfeito,presente,perfecto,presente,perfect,present
19419,19419,english,to submerge,you,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19420,19420,english,to submerge,you,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19421,19421,english,to submerge,they,have submerged,perfeito,presente,perfecto,presente,perfect,present
19422,19422,english,to submerge,they,had submerged,perfeito,passado,perfecto,pasado,perfect,past
19423,19423,english,to submerge,they,will have submerged,perfeito,futuro,perfecto,futuro,perfect,future
19424,19424,english,to submerge,you,submerge,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19425,19425,english,to submerge,you,don't submerge,imperativo,negativo,imperativo,negativo,imperative,negative
19426,19426,english,to submerge,we,let's submerge,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19427,19427,english,to submerge,we,let's not submerge,imperativo,negativo,imperativo,negativo,imperative,negative
19428,19428,english,to submerge,you,submerge,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19429,19429,english,to submerge,you,don't submerge,imperativo,negativo,imperativo,negativo,imperative,negative
19430,19430,english,to submerge,I,am submerging,contínuo,presente,continuo,presente,continuous,present
19431,19431,english,to submerge,I,was submerging,contínuo,passado,continuo,pasado,continuous,past
19432,19432,english,to submerge,I,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19433,19433,english,to submerge,you,are submerging,contínuo,presente,continuo,presente,continuous,present
19434,19434,english,to submerge,you,were submerging,contínuo,passado,continuo,pasado,continuous,past
19435,19435,english,to submerge,you,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19436,19436,english,to submerge,he,is submerging,contínuo,presente,continuo,presente,continuous,present
19437,19437,english,to submerge,she,is submerging,contínuo,presente,continuo,presente,continuous,present
19438,19438,english,to submerge,he,was submerging,contínuo,passado,continuo,pasado,continuous,past
19439,19439,english,to submerge,she,was submerging,contínuo,passado,continuo,pasado,continuous,past
19440,19440,english,to submerge,he,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19441,19441,english,to submerge,she,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19442,19442,english,to submerge,we,are submerging,contínuo,presente,continuo,presente,continuous,present
19443,19443,english,to submerge,we,were submerging,contínuo,passado,continuo,pasado,continuous,past
19444,19444,english,to submerge,we,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19445,19445,english,to submerge,you,are submerging,contínuo,presente,continuo,presente,continuous,present
19446,19446,english,to submerge,you,were submerging,contínuo,passado,continuo,pasado,continuous,past
19447,19447,english,to submerge,you,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19448,19448,english,to submerge,they,are submerging,contínuo,presente,continuo,presente,continuous,present
19449,19449,english,to submerge,they,were submerging,contínuo,passado,continuo,pasado,continuous,past
19450,19450,english,to submerge,they,will be submerging,contínuo,futuro,continuo,futuro,continuous,future
19451,19451,english,to submerge,I,have been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19452,19452,english,to submerge,I,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19453,19453,english,to submerge,I,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19454,19454,english,to submerge,you,have been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19455,19455,english,to submerge,you,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19456,19456,english,to submerge,you,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19457,19457,english,to submerge,he,has been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19458,19458,english,to submerge,she,has been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19459,19459,english,to submerge,he,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19460,19460,english,to submerge,she,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19461,19461,english,to submerge,he,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19462,19462,english,to submerge,she,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19463,19463,english,to submerge,we,have been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19464,19464,english,to submerge,we,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19465,19465,english,to submerge,we,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19466,19466,english,to submerge,you,have been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19467,19467,english,to submerge,you,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19468,19468,english,to submerge,you,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19469,19469,english,to submerge,they,have been submerging,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19470,19470,english,to submerge,they,had been submerging,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19471,19471,english,to submerge,they,will have been submerging,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19472,19472,english,to have,I,have,indicativo,presente,indicativo,presente,indicative,present
19473,19473,english,to have,I,had,indicativo,passado,indicativo,pasado,indicative,past
19474,19474,english,to have,I,will have,indicativo,futuro,indicativo,futuro,indicative,future
19475,19475,english,to have,you,have,indicativo,presente,indicativo,presente,indicative,present
19476,19476,english,to have,you,had,indicativo,passado,indicativo,pasado,indicative,past
19477,19477,english,to have,you,will have,indicativo,futuro,indicativo,futuro,indicative,future
19478,19478,english,to have,he,has,indicativo,presente,indicativo,presente,indicative,present
19479,19479,english,to have,she,has,indicativo,presente,indicativo,presente,indicative,present
19480,19480,english,to have,he,had,indicativo,passado,indicativo,pasado,indicative,past
19481,19481,english,to have,she,had,indicativo,passado,indicativo,pasado,indicative,past
19482,19482,english,to have,he,will have,indicativo,futuro,indicativo,futuro,indicative,future
19483,19483,english,to have,she,will have,indicativo,futuro,indicativo,futuro,indicative,future
19484,19484,english,to have,we,have,indicativo,presente,indicativo,presente,indicative,present
19485,19485,english,to have,we,had,indicativo,passado,indicativo,pasado,indicative,past
19486,19486,english,to have,we,will have,indicativo,futuro,indicativo,futuro,indicative,future
19487,19487,english,to have,you,have,indicativo,presente,indicativo,presente,indicative,present
19488,19488,english,to have,you,had,indicativo,passado,indicativo,pasado,indicative,past
19489,19489,english,to have,you,will have,indicativo,futuro,indicativo,futuro,indicative,future
19490,19490,english,to have,they,have,indicativo,presente,indicativo,presente,indicative,present
19491,19491,english,to have,they,had,indicativo,passado,indicativo,pasado,indicative,past
19492,19492,english,to have,they,will have,indicativo,futuro,indicativo,futuro,indicative,future
19493,19493,english,to have,I,have had,perfeito,presente,perfecto,presente,perfect,present
19494,19494,english,to have,I,had had,perfeito,passado,perfecto,pasado,perfect,past
19495,19495,english,to have,I,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19496,19496,english,to have,you,have had,perfeito,presente,perfecto,presente,perfect,present
19497,19497,english,to have,you,had had,perfeito,passado,perfecto,pasado,perfect,past
19498,19498,english,to have,you,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19499,19499,english,to have,he,has had,perfeito,presente,perfecto,presente,perfect,present
19500,19500,english,to have,she,has had,perfeito,presente,perfecto,presente,perfect,present
19501,19501,english,to have,he,had had,perfeito,passado,perfecto,pasado,perfect,past
19502,19502,english,to have,she,had had,perfeito,passado,perfecto,pasado,perfect,past
19503,19503,english,to have,he,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19504,19504,english,to have,she,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19505,19505,english,to have,we,have had,perfeito,presente,perfecto,presente,perfect,present
19506,19506,english,to have,we,had had,perfeito,passado,perfecto,pasado,perfect,past
19507,19507,english,to have,we,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19508,19508,english,to have,you,have had,perfeito,presente,perfecto,presente,perfect,present
19509,19509,english,to have,you,had had,perfeito,passado,perfecto,pasado,perfect,past
19510,19510,english,to have,you,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19511,19511,english,to have,they,have had,perfeito,presente,perfecto,presente,perfect,present
19512,19512,english,to have,they,had had,perfeito,passado,perfecto,pasado,perfect,past
19513,19513,english,to have,they,will have had,perfeito,futuro,perfecto,futuro,perfect,future
19514,19514,english,to have,you,have,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19515,19515,english,to have,you,don't have,imperativo,negativo,imperativo,negativo,imperative,negative
19516,19516,english,to have,we,let's have,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19517,19517,english,to have,we,let's not have,imperativo,negativo,imperativo,negativo,imperative,negative
19518,19518,english,to have,you,have,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
19519,19519,english,to have,you,don't have,imperativo,negativo,imperativo,negativo,imperative,negative
19520,19520,english,to have,I,am having,contínuo,presente,continuo,presente,continuous,present
19521,19521,english,to have,I,was having,contínuo,passado,continuo,pasado,continuous,past
19522,19522,english,to have,I,will be having,contínuo,futuro,continuo,futuro,continuous,future
19523,19523,english,to have,you,are having,contínuo,presente,continuo,presente,continuous,present
19524,19524,english,to have,you,were having,contínuo,passado,continuo,pasado,continuous,past
19525,19525,english,to have,you,will be having,contínuo,futuro,continuo,futuro,continuous,future
19526,19526,english,to have,he,is having,contínuo,presente,continuo,presente,continuous,present
19527,19527,english,to have,she,is having,contínuo,presente,continuo,presente,continuous,present
19528,19528,english,to have,he,was having,contínuo,passado,continuo,pasado,continuous,past
19529,19529,english,to have,she,was having,contínuo,passado,continuo,pasado,continuous,past
19530,19530,english,to have,he,will be having,contínuo,futuro,continuo,futuro,continuous,future
19531,19531,english,to have,she,will be having,contínuo,futuro,continuo,futuro,continuous,future
19532,19532,english,to have,we,are having,contínuo,presente,continuo,presente,continuous,present
19533,19533,english,to have,we,were having,contínuo,passado,continuo,pasado,continuous,past
19534,19534,english,to have,we,will be having,contínuo,futuro,continuo,futuro,continuous,future
19535,19535,english,to have,you,are having,contínuo,presente,continuo,presente,continuous,present
19536,19536,english,to have,you,were having,contínuo,passado,continuo,pasado,continuous,past
19537,19537,english,to have,you,will be having,contínuo,futuro,continuo,futuro,continuous,future
19538,19538,english,to have,they,are having,contínuo,presente,continuo,presente,continuous,present
19539,19539,english,to have,they,were having,contínuo,passado,continuo,pasado,continuous,past
19540,19540,english,to have,they,will be having,contínuo,futuro,continuo,futuro,continuous,future
19541,19541,english,to have,I,have been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19542,19542,english,to have,I,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19543,19543,english,to have,I,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19544,19544,english,to have,you,have been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19545,19545,english,to have,you,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19546,19546,english,to have,you,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19547,19547,english,to have,he,has been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19548,19548,english,to have,she,has been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19549,19549,english,to have,he,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19550,19550,english,to have,she,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19551,19551,english,to have,he,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19552,19552,english,to have,she,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19553,19553,english,to have,we,have been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19554,19554,english,to have,we,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19555,19555,english,to have,we,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19556,19556,english,to have,you,have been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19557,19557,english,to have,you,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19558,19558,english,to have,you,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19559,19559,english,to have,they,have been having,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
19560,19560,english,to have,they,had been having,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
19561,19561,english,to have,they,will have been having,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
19562,19562,english,to be,I,am,indicativo,presente,indicativo,presente,indicative,present
19563,19563,english,to be,I,was,indicativo,passado,indicativo,pasado,indicative,past
19564,19564,english,to be,I,will be,indicativo,futuro,indicativo,futuro,indicative,future
19565,19565,english,to be,you,are,indicativo,presente,indicativo,presente,indicative,present
19566,19566,english,to be,you,were,indicativo,passado,indicativo,pasado,indicative,past
19567,19567,english,to be,you,will be,indicativo,futuro,indicativo,futuro,indicative,future
19568,19568,english,to be,he,is,indicativo,presente,indicativo,presente,indicative,present
